Plant name,Leaf shape,Margin,Surface texture,Leaf arrangement,Apex,Base,Leaf type,Venation,Petiole,Cross-section,Internal tissue,Orientation,Aroma,Color,Thickness,Size category
Asian pigeon wings,Ovate,Entire,Smooth,Whorled,Acute,Uneven,Compound,Reticulate,Present,Flat,Woody,Climber,Mild,Moss green,Thin,Medium
Asian pigeon wings,Lanceolate,Serrated,Smooth,Alternate,Sharp,Tapered,Compound,Net-veined,Present,Flat,Fibrous,Erect,Neutral,Green,Thin,Medium
Asian pigeon wings,Oblong,Entire,Glossy,Whorled,Pointed,Cuneate,Compound,Net-veined,Present,Flat,Woody,Spreading,Neutral,Light green,Thin,Medium
Asian pigeon wings,Oblong,Entire,Hairy,Whorled,Blunt,Cordate,Compound,Reticulate,Short,Flat,Woody,Climber,Neutral,Dark green,Medium,Medium
Asian pigeon wings,Ovate,Entire,Smooth,Alternate,Pointed,Cuneate,Compound,Pinnate,Present,Flat,Fibrous,Climbing,Mild,Light green,Thin,Medium
Asian pigeon wings,Ovate,Entire,Silky,Alternate,Pointed,Uneven,Compound,Reticulate,Present,Flattened,Fibrous,Spreading,Mild,Moss green,Thin,Medium
Asian pigeon wings,Lanceolate,Entire,Silky,Alternate,Pointed,Uneven,Compound,Net-veined,Moderate,Flattened,Fibrous,Climbing,Neutral,Light green,Medium,Medium
Asian pigeon wings,Elliptical,Wavy,Pubescent,Whorled,Pointed,Tapered,Compound,Feather-veined,Short,Flat,Woody,Spreading,Mild,Dark green,Thin,Medium
Asian pigeon wings,Lanceolate,Wavy,Smooth,Alternate,Sharp,Cordate,Compound,Reticulate,Moderate,Flat,Stiff,Climbing,Earthy,Green,Thin,Medium
Asian pigeon wings,Ovate,Serrated,Glossy,Alternate,Blunt,Uneven,Compound,Pinnate,Present,Flattened,Fibrous,Erect,Fragrant,Greenish,Thin,Medium
Asiatic pennywort,Reniform,Crenate,Velvety,Whorled,Acute,Cordate,Simple,Net-veined,Long,Flattened,Juicy,Trailing,Mild,Bright green,Thin,Small
Asiatic pennywort,Reniform,Crenate,Smooth,Alternate,Blunt,Cordate,Simple,Reticulate,Long,Flat,Juicy,Spreading,Mild,Green,Thin,Small
Asiatic pennywort,Disc-shaped,Crenate,Pubescent,Alternate,Acute,Heart-shaped,Simple,Net-veined,Present,Flat,Mucilaginous,Trailing,Fragrant,Moss green,Thin,Small
Asiatic pennywort,Disc-shaped,Lobed,Pubescent,Alternate,Blunt,Circular,Simple,Reticulate,Long,Flat,Juicy,Climbing,Neutral,Light green,Thin,Small
Asiatic pennywort,Reniform,Wavy,Pubescent,Whorled,Acute,Heart-shaped,Simple,Net-veined,Long,Flat,Juicy,Climbing,Fragrant,Green,Thin,Small
Asiatic pennywort,Reniform,Crenate,Smooth,Whorled,Acute,Heart-shaped,Simple,Net-veined,Long,Flattened,Juicy,Trailing,Mild,Green,Thin,Small
Asiatic pennywort,Reniform,Crenate,Velvety,Alternate,Blunt,Cordate,Simple,Net-veined,Present,Flattened,Juicy,Climbing,Fragrant,Green,Thin,Small
Asiatic pennywort,Reniform,Wavy,Hairy,Alternate,Blunt,Circular,Simple,Reticulate,Long,Flat,Juicy,Trailing,Neutral,Light green,Thin,Small
Asiatic pennywort,Reniform,Lobed,Velvety,Whorled,Blunt,Cordate,Simple,Reticulate,Long,Flat,Juicy,Spreading,Mild,Green,Thin,Small
Asiatic pennywort,Disc-shaped,Serrated,Glossy,Whorled,Round,Circular,Simple,Reticulate,Present,Flat,Watery,Prostrate,Aromatic,Bright green,Thin,Small
Asiatic pennywort,Round,Crenate,Glossy,Alternate,Blunt,Heart-shaped,Simple,Net-veined,Present,Flat,Juicy,Prostrate,Aromatic,Green,Thin,Small
Asiatic pennywort,Round,Wavy,Velvety,Whorled,Blunt,Circular,Simple,Reticulate,Long,Flattened,Juicy,Prostrate,Mild,Moss green,Thin,Small
Asiatic pennywort,Disc-shaped,Lobed,Velvety,Whorled,Blunt,Cordate,Simple,Net-veined,Present,Flat,Mucilaginous,Trailing,Mild,Light green,Thin,Small
Asiatic pennywort,Round,Crenate,Glossy,Basal,Blunt,Cordate,Simple,Reticulate,Present,Flat,Juicy,Spreading,Fragrant,Green,Thin,Small
Asiatic pennywort,Round,Wavy,Hairy,Whorled,Blunt,Circular,Simple,Reticulate,Long,Flat,Juicy,Climbing,Neutral,Bright green,Thin,Small
Asiatic pennywort,Disc-shaped,Serrated,Pubescent,Whorled,Blunt,Cordate,Simple,Net-veined,Long,Flat,Watery,Prostrate,Mild,Green,Thin,Small
Asiatic pennywort,Orbicular,Serrated,Glossy,Basal,Round,Cordate,Simple,Net-veined,Present,Flattened,Watery,Prostrate,Aromatic,Light green,Thin,Small
Asiatic pennywort,Round,Crenate,Glossy,Alternate,Acute,Cordate,Simple,Reticulate,Long,Flat,Mucilaginous,Spreading,Fragrant,Green,Thin,Small
Asiatic pennywort,Round,Crenate,Smooth,Whorled,Blunt,Heart-shaped,Simple,Reticulate,Present,Flattened,Mucilaginous,Spreading,Fragrant,Green,Thin,Small
Asiatic pennywort,Round,Crenate,Smooth,Whorled,Blunt,Cordate,Simple,Reticulate,Present,Flattened,Watery,Spreading,Mild,Green,Thin,Small
Asthma weed,Lanceolate,Crenate,Pubescent,Opposite,Pointed,Cordate,Simple,Net-veined,Short,Flattened,Latex-filled,Erect,Medicinal,Light green,Thin,Small
Asthma weed,Elliptic,Serrated,Pubescent,Opposite,Pointed,Cordate,Simple,Net-veined,Present,Flat,Milky,Erect,Medicinal,Light green,Thin,Small
Asthma weed,Elliptic,Wavy,Rough,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Milky,Upright,Pungent,Dark green,Thin,Small
Asthma weed,Oblong,Wavy,Hairy,Opposite,Blunt,Cordate,Simple,Net-veined,Short,Flat,Milky,Erect,Bitter,Green,Thin,Small
Asthma weed,Lanceolate,Serrated,Hairy,Opposite,Blunt,Cuneate,Simple,Net-veined,Short,Flat,Latex-filled,Ascending,Medicinal,Green,Thin,Small
Asthma weed,Lanceolate,Serrated,Pubescent,Opposite,Blunt,Cuneate,Simple,Reticulate,Short,Flat,Milky,Erect,Neutral,Green,Thin,Small
Asthma weed,Lanceolate,Wavy,Rough,Opposite,Sharp,Cuneate,Simple,Reticulate,Short,Flat,Latex-filled,Erect,Bitter,Moss green,Thin,Small
Asthma weed,Oblong,Serrated,Velvety,Opposite,Blunt,Oblique,Simple,Reticulate,Short,Flattened,Milky,Upright,Pungent,Moss green,Thin,Small
Asthma weed,Oblong,Serrated,Hairy,Opposite,Acute,Cuneate,Simple,Reticulate,Short,Flat,Fibrous,Upright,Strong,Green,Thin,Small
Asthma weed,Ovate,Wavy,Pubescent,Opposite,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Milky,Upright,Pungent,Green,Thin,Small
Asthma weed,Elliptic,Serrated,Hairy,Opposite,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Milky,Ascending,Pungent,Light green,Thin,Small
Asthma weed,Elliptic,Serrated,Velvety,Opposite,Acute,Cuneate,Simple,Reticulate,Short,Flattened,Latex-filled,Ascending,Neutral,Green,Thin,Small
Asthma weed,Ovate,Wavy,Hairy,Opposite,Acute,Cuneate,Simple,Reticulate,Short,Flat,Milky,Upright,Medicinal,Dark green,Thin,Small
Asthma weed,Ovate,Serrated,Velvety,Opposite,Blunt,Uneven,Simple,Net-veined,Short,Flat,Latex-rich,Ascending,Bitter,Green,Thin,Small
Asthma weed,Oblong,Serrated,Hairy,Opposite,Sharp,Cuneate,Simple,Reticulate,Short,Flat,Fibrous,Erect,Neutral,Moss green,Thin,Small
Asthma weed,Lanceolate,Crenate,Rough,Opposite,Acuminate,Oblique,Simple,Reticulate,Short,Flat,Milky,Erect,Strong,Light green,Thin,Small
Asthma weed,Ovate,Serrated,Velvety,Opposite,Acuminate,Oblique,Simple,Reticulate,Short,Flat,Milky,Upright,Strong,Moss green,Thin,Small
Asthma weed,Lanceolate,Crenate,Pubescent,Opposite,Sharp,Cuneate,Simple,Reticulate,Short,Flat,Latex-rich,Upright,Pungent,Dark green,Thin,Small
Asthma weed,Ovate,Crenate,Rough,Opposite,Acuminate,Cordate,Simple,Net-veined,Short,Flat,Milky,Upright,Medicinal,Green,Thin,Small
Asthma weed,Ovate,Serrated,Hairy,Opposite,Acute,Oblique,Simple,Reticulate,Short,Flat,Milky,Upright,Strong,Green,Thin,Small
Australian cowplant,Elliptical,Entire,Glossy,Opposite,Pointed,Cordate,Simple,Reticulate,Short,Flat,Woody,Spreading,Bitter,Dark green,Medium,Medium
Australian cowplant,Ovate,Entire,Smooth,Opposite,Acuminate,Truncate,Simple,Reticulate,Present,Flattened,Lignified,Trailing,Aromatic,Green,Medium,Medium
Australian cowplant,Lanceolate,Wavy,Glossy,Opposite,Pointed,Truncate,Simple,Net-veined,Present,Flat,Woody,Climbing,Bitter,Green,Thin,Medium
Australian cowplant,Ovate,Entire,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Fibrous,Climber,Earthy,Green,Thin,Medium
Australian cowplant,Lanceolate,Entire,Glossy,Opposite,Sharp,Cordate,Simple,Reticulate,Short,Flat,Fibrous,Spreading,Bitter,Dark green,Medium,Medium
Australian cowplant,Ovate,Smooth,Shiny,Opposite,Acuminate,Truncate,Simple,Reticulate,Present,Flat,Woody,Ascending,Strong,Green,Medium,Medium
Australian cowplant,Elliptical,Wavy,Smooth,Opposite,Pointed,Cuneate,Simple,Net-veined,Short,Flat,Woody,Trailing,Earthy,Light green,Medium,Medium
Australian cowplant,Oblong,Smooth,Glossy,Opposite,Sharp,Cordate,Simple,Reticulate,Short,Flat,Lignified,Climbing,Earthy,Green,Medium,Medium
Australian cowplant,Ovate,Wavy,Smooth,Opposite,Blunt,Cuneate,Simple,Reticulate,Present,Flat,Woody,Climbing,Aromatic,Green,Medium,Medium
Australian cowplant,Elliptical,Smooth,Smooth,Opposite,Acuminate,Cordate,Simple,Reticulate,Present,Flat,Lignified,Spreading,Earthy,Green,Thin,Medium
Australian cowplant,Oblong,Entire,Leathery,Opposite,Blunt,Uneven,Simple,Reticulate,Present,Flat,Lignified,Climber,Aromatic,Bright green,Medium,Medium
Australian cowplant,Ovate,Smooth,Glossy,Opposite,Acute,Cordate,Simple,Reticulate,Present,Flat,Woody,Spreading,Bitter,Bright green,Medium,Medium
Australian cowplant,Elliptical,Entire,Smooth,Opposite,Sharp,Truncate,Simple,Reticulate,Short,Flat,Lignified,Trailing,Strong,Green,Medium,Medium
Australian cowplant,Ovate,Entire,Glossy,Opposite,Acute,Cordate,Simple,Reticulate,Present,Flattened,Fibrous,Climbing,Bitter,Green,Thin,Medium
Australian cowplant,Ovate,Smooth,Glossy,Opposite,Pointed,Uneven,Simple,Reticulate,Short,Flat,Fibrous,Trailing,Strong,Bright green,Medium,Medium
Australian cowplant,Elliptical,Smooth,Smooth,Opposite,Blunt,Cordate,Simple,Net-veined,Short,Flat,Woody,Ascending,Strong,Dark green,Medium,Medium
Australian cowplant,Oblong,Smooth,Glossy,Opposite,Acute,Uneven,Simple,Reticulate,Short,Flat,Lignified,Climber,Strong,Light green,Medium,Medium
Australian cowplant,Ovate,Entire,Shiny,Opposite,Acuminate,Cuneate,Simple,Net-veined,Present,Flat,Lignified,Ascending,Aromatic,Bright green,Thin,Medium
Australian cowplant,Ovate,Smooth,Smooth,Opposite,Sharp,Cordate,Simple,Reticulate,Present,Flat,Fibrous,Climber,Bitter,Dark green,Medium,Medium
Australian cowplant,Ovate,Wavy,Smooth,Opposite,Acuminate,Uneven,Simple,Reticulate,Short,Flat,Fibrous,Climbing,Earthy,Green,Medium,Medium
Badipala,Ovate,Entire,Smooth,Opposite,Blunt,Tapered,Simple,Reticulate,Short,Flat,Fibrous,Climbing,Aromatic,Green,Thin,Small
Badipala,Oblong,Entire,Velvety,Opposite,Blunt,Oblique,Simple,Net-veined,Present,Flat,Watery,Prostrate,Earthy,Green,Thin,Small
Badipala,Oblong,Entire,Smooth,Opposite,Blunt,Uneven,Simple,Reticulate,Present,Flat,Fibrous,Spreading,Earthy,Light green,Thin,Small
Badipala,Lanceolate,Entire,Waxy,Opposite,Acuminate,Tapered,Simple,Net-veined,Short,Flat,Watery,Ascending,Aromatic,Moss green,Thin,Small
Badipala,Ovate,Entire,Waxy,Opposite,Pointed,Oblique,Simple,Reticulate,Short,Flat,Mucilaginous,Prostrate,Earthy,Green,Thin,Small
Badipala,Ovate,Entire,Hairy,Opposite,Pointed,Uneven,Simple,Reticulate,Short,Flat,Fibrous,Ascending,Neutral,Moss green,Thin,Small
Badipala,Lanceolate,Entire,Glossy,Opposite,Blunt,Cuneate,Simple,Reticulate,Present,Flat,Spongy,Spreading,Mild,Green,Thin,Small
Badipala,Lanceolate,Entire,Velvety,Opposite,Acuminate,Uneven,Simple,Reticulate,Short,Flat,Mucilaginous,Prostrate,Mild,Light green,Thin,Small
Badipala,Elliptic,Entire,Hairy,Opposite,Pointed,Tapered,Simple,Net-veined,Short,Flat,Watery,Spreading,Mild,Light green,Thin,Small
Badipala,Elliptic,Entire,Glossy,Opposite,Pointed,Oblique,Simple,Net-veined,Short,Flat,Spongy,Prostrate,Earthy,Light green,Thin,Small
Badipala,Ovate,Entire,Glossy,Opposite,Blunt,Oblique,Simple,Reticulate,Short,Flat,Fibrous,Climbing,Earthy,Green,Thin,Small
Badipala,Ovate,Entire,Hairy,Opposite,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Fibrous,Ascending,Earthy,Bright green,Thin,Small
Badipala,Oblong,Entire,Smooth,Opposite,Blunt,Tapered,Simple,Reticulate,Short,Flat,Mucilaginous,Prostrate,Aromatic,Bright green,Thin,Small
Badipala,Ovate,Entire,Glossy,Opposite,Pointed,Tapered,Simple,Net-veined,Short,Flat,Juicy,Ascending,Aromatic,Bright green,Thin,Small
Badipala,Ovate,Entire,Smooth,Opposite,Acute,Cuneate,Simple,Reticulate,Short,Flat,Juicy,Spreading,Mild,Green,Thin,Small
Badipala,Oblong,Entire,Hairy,Opposite,Blunt,Cordate,Simple,Reticulate,Present,Flat,Mucilaginous,Low-spreading,Neutral,Bright green,Thin,Small
Badipala,Ovate,Entire,Glossy,Opposite,Acuminate,Oblique,Simple,Net-veined,Short,Flat,Watery,Spreading,Mild,Green,Thin,Small
Badipala,Ovate,Entire,Smooth,Opposite,Acuminate,Tapered,Simple,Reticulate,Short,Flat,Mucilaginous,Climbing,Aromatic,Bright green,Thin,Small
Badipala,Ovate,Entire,Hairy,Opposite,Pointed,Tapered,Simple,Reticulate,Short,Flat,Watery,Prostrate,Earthy,Moss green,Thin,Small
Badipala,Ovate,Entire,Velvety,Opposite,Pointed,Uneven,Simple,Reticulate,Short,Flat,Fibrous,Climbing,Mild,Green,Thin,Small
Bamboo,Linear,Entire,Silky,Alternate,Pointed,Cuneate,Simple,Parallel,Short,Flat,Fibrous,Upright,Neutral,Yellowish green,Thick,Large
Bamboo,Lance-shaped,Entire,Waxy,Alternate,Acuminate,Cuneate,Simple,Parallel,Short,Flat,Lignified,Upright,,Light green,Medium,Large
Bamboo,Lanceolate,Entire,Waxy,Alternate,Acuminate,Truncate,Simple,Parallel,Short,Flat,Woody,Ascending,Neutral,Dark green,Thick,Large
Bamboo,Lanceolate,Entire,Leathery,Alternate,Acute,Wedge,Simple,Parallel,Short,Flat,Woody,Erect,Neutral,Dark green,Thick,Large
Bamboo,Lance-shaped,Entire,Leathery,Alternate,Acuminate,Tapered,Simple,Parallel,Short,Flat,Fibrous,Vertical,Earthy,Bright green,Thick,Large
Bamboo,Oblong,Entire,Leathery,Alternate,Acute,Wedge,Simple,Parallel,Short,Flat,Woody,Erect,Neutral,Yellowish green,Thick,Large
Bamboo,Lanceolate,Entire,Leathery,Alternate,Acute,Cuneate,Simple,Parallel,Short,Flat,Woody,Ascending,Neutral,Dark green,Thick,Large
Bamboo,Linear,Entire,Glossy,Alternate,Acute,Cuneate,Simple,Parallel,Short,Flat,Woody,Erect,Neutral,Yellowish green,Thick,Large
Bamboo,Linear,Entire,Glossy,Alternate,Acute,Cuneate,Simple,Parallel,Short,Flat,Fibrous,Upright,Neutral,Green,Thick,Large
Bamboo,Lanceolate,Entire,Smooth,Alternate,Acute,Cuneate,Simple,Parallel,Short,Flat,Fibrous,Erect,Neutral,Green,Thick,Large
Bamboo,Linear,Entire,Waxy,Alternate,Pointed,Wedge,Simple,Parallel,Short,Flat,Stiff,Erect,Neutral,Green,Medium,Large
Bamboo,Oblong,Entire,Waxy,Alternate,Sharp,Cuneate,Simple,Parallel,Short,Flat,Woody,Ascending,Neutral,Bright green,Thick,Large
Bamboo,Lanceolate,Entire,Glossy,Alternate,Pointed,Tapered,Simple,Parallel,Short,Flat,Woody,Erect,Neutral,Light green,Thick,Large
Bamboo,Oblong,Entire,Glossy,Alternate,Pointed,Cuneate,Simple,Parallel,Short,Flat,Stiff,Vertical,Neutral,Green,Thick,Large
Bamboo,Linear,Entire,Glossy,Alternate,Pointed,Truncate,Simple,Parallel,Short,Flat,Woody,Vertical,Earthy,Bright green,Thick,Large
Bamboo,Lanceolate,Entire,Waxy,Alternate,Sharp,Cuneate,Simple,Parallel,Short,Flat,Woody,Upright,,Green,Thick,Large
Bamboo,Oblong,Entire,Silky,Alternate,Sharp,Tapered,Simple,Parallel,Short,Flat,Stiff,Ascending,Neutral,Yellowish green,Thick,Large
Bamboo,Lanceolate,Entire,Glossy,Alternate,Pointed,Cuneate,Simple,Parallel,Short,Flat,Stiff,Erect,,Dark green,Thick,Large
Bamboo,Lanceolate,Entire,Silky,Alternate,Acute,Cuneate,Simple,Parallel,Short,Flat,Stiff,Ascending,Neutral,Dark green,Thick,Large
Bamboo,Lanceolate,Entire,Glossy,Alternate,Acuminate,Truncate,Simple,Parallel,Short,Flat,Woody,Ascending,Earthy,Bright green,Thick,Large
Bar-inka,Ovate,Entire,Glossy,Opposite,Acute,Cuneate,Simple,Reticulate,Short,Flat,Fibrous,Erect,Neutral,Dark green,Medium,Medium
Bar-inka,Ovate,Entire,Leathery,Opposite,Pointed,Tapered,Simple,Net-veined,Present,Flat,Stiff,Spreading,Mild,Bright green,Medium,Small
Bar-inka,Elliptical,Entire,Silky,Opposite,Acute,Cordate,Simple,Reticulate,Present,Flat,Fibrous,Spreading,,Dark green,Thin,Medium
Bar-inka,Elliptical,Entire,Silky,Opposite,Pointed,Uneven,Simple,Reticulate,Present,Flat,Woody,Upright,Mild,Moss green,Thin,Medium
Bar-inka,Ovate,Entire,Silky,Opposite,Acuminate,Cordate,Simple,Reticulate,Short,Flat,Stiff,Ascending,Mild,Moss green,Medium,Small
Bar-inka,Oblong,Entire,Leathery,Opposite,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Stiff,Spreading,Neutral,Light green,Medium,Small
Bar-inka,Ovate,Entire,Leathery,Opposite,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Woody,Erect,Mild,Dark green,Thin,Medium
Bar-inka,Elliptical,Entire,Glossy,Opposite,Pointed,Truncate,Simple,Net-veined,Present,Flat,Fibrous,Upright,Neutral,Green,Thin,Small
Bar-inka,Ovate,Entire,Smooth,Opposite,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Woody,Ascending,Mild,Dark green,Thin,Small
Bar-inka,Oblong,Entire,Shiny,Opposite,Blunt,Uneven,Simple,Net-veined,Short,Flat,Lignified,Upright,,Green,Thin,Medium
Bar-inka,Obovate,Entire,Leathery,Opposite,Blunt,Cuneate,Simple,Reticulate,Short,Flat,Woody,Vertical,,Dark green,Medium,Medium
Bar-inka,Elliptical,Entire,Smooth,Opposite,Pointed,Truncate,Simple,Reticulate,Present,Flat,Woody,Vertical,Earthy,Bright green,Thin,Small
Bar-inka,Ovate,Entire,Shiny,Opposite,Acuminate,Truncate,Simple,Reticulate,Short,Flat,Lignified,Ascending,Neutral,Bright green,Medium,Medium
Bar-inka,Obovate,Entire,Leathery,Opposite,Pointed,Tapered,Simple,Reticulate,Present,Flat,Woody,Spreading,Neutral,Light green,Thin,Small
Bar-inka,Obovate,Entire,Silky,Opposite,Acute,Tapered,Simple,Reticulate,Short,Flat,Stiff,Spreading,Mild,Bright green,Thin,Medium
Bar-inka,Ovate,Entire,Shiny,Opposite,Blunt,Uneven,Simple,Reticulate,Present,Flat,Fibrous,Vertical,Earthy,Light green,Thin,Small
Bar-inka,Ovate,Entire,Leathery,Opposite,Blunt,Cordate,Simple,Net-veined,Present,Flat,Fibrous,Erect,Earthy,Moss green,Thin,Small
Bar-inka,Ovate,Entire,Shiny,Opposite,Acuminate,Uneven,Simple,Reticulate,Short,Flat,Woody,Vertical,Neutral,Light green,Thin,Medium
Bar-inka,Ovate,Entire,Glossy,Opposite,Blunt,Cordate,Simple,Reticulate,Present,Flat,Lignified,Spreading,Neutral,Green,Thin,Small
Bar-inka,Ovate,Entire,Shiny,Opposite,Acute,Tapered,Simple,Reticulate,Short,Flat,Woody,Spreading,Neutral,Dark green,Thin,Medium
Basale,Heart-shaped,Entire,Shiny,Alternate,Acute,Oblique,Simple,Reticulate,Long,Flat,Gel-like,Ascending,Bitter,Green,Thick,Large
Basale,Ovate,Entire,Glossy,Alternate,Acute,Oblique,Simple,Net-veined,Present,Flattened,Gel-like,Spreading,Neutral,Dark green,Fleshy,Large
Basale,Heart-shaped,Entire,Shiny,Alternate,Acute,Cordate,Simple,Reticulate,Long,Flat,Gel-like,Trailing,Aromatic,Bright green,Thick,Medium
Basale,Ovate,Entire,Glossy,Alternate,Acuminate,Oblique,Simple,Reticulate,Moderate,Flat,Mucilaginous,Ascending,Neutral,Green,Thick,Medium
Basale,Oblong,Entire,Silky,Alternate,Acuminate,Cordate,Simple,Net-veined,Present,Flat,Mucilaginous,Climber,Bitter,Bright green,Thick,Medium
Basale,Ovate,Entire,Silky,Alternate,Pointed,Oblique,Simple,Reticulate,Long,Flat,Gel-like,Climber,Mild,Green,Thick,Large
Basale,Heart-shaped,Entire,Silky,Alternate,Blunt,Cordate,Simple,Reticulate,Long,Flat,Juicy,Climbing,Neutral,Green,Fleshy,Medium
Basale,Ovate,Entire,Silky,Alternate,Pointed,Cordate,Simple,Reticulate,Present,Flat,Mucilaginous,Climbing,Neutral,Dark green,Thick,Medium
Basale,Oblong,Entire,Shiny,Alternate,Blunt,Cordate,Simple,Net-veined,Present,Flat,Juicy,Climbing,Mild,Dark green,Fleshy,Medium
Basale,Oblong,Entire,Waxy,Alternate,Pointed,Wedge,Simple,Reticulate,Moderate,Flat,Gel-rich,Climber,Mild,Green,Thick,Large
Basale,Round,Entire,Waxy,Alternate,Acuminate,Wedge,Simple,Net-veined,Long,Flat,Gel-like,Trailing,Neutral,Green,Thick,Large
Basale,Heart-shaped,Entire,Waxy,Alternate,Acute,Wedge,Simple,Reticulate,Present,Flat,Mucilaginous,Trailing,Mild,Bright green,Thick,Medium
Basale,Cordate,Entire,Shiny,Alternate,Acuminate,Cordate,Simple,Reticulate,Long,Flat,Juicy,Trailing,Bitter,Purple green,Thick,Medium
Basale,Oblong,Entire,Silky,Alternate,Blunt,Cordate,Simple,Reticulate,Present,Flat,Mucilaginous,Ascending,Aromatic,Green,Thick,Medium
Basale,Round,Entire,Silky,Alternate,Blunt,Cordate,Simple,Reticulate,Present,Flat,Starchy,Ascending,Aromatic,Bright green,Thick,Medium
Basale,Heart-shaped,Entire,Smooth,Alternate,Blunt,Cordate,Simple,Reticulate,Long,Flat,Mucilaginous,Climbing,Mild,Green,Thick,Medium
Basale,Cordate,Entire,Glossy,Alternate,Acute,Cordate,Simple,Net-veined,Moderate,Flat,Juicy,Ascending,Mild,Purple green,Fleshy,Large
Basale,Cordate,Entire,Waxy,Alternate,Acute,Cordate,Simple,Reticulate,Long,Flat,Gel-rich,Ascending,Mild,Green,Thick,Medium
Basale,Cordate,Entire,Glossy,Alternate,Blunt,Wedge,Simple,Reticulate,Moderate,Flattened,Juicy,Climbing,Mild,Green,Thick,Medium
Basale,Heart-shaped,Entire,Shiny,Alternate,Blunt,Wedge,Simple,Reticulate,Long,Flat,Gel-rich,Climber,Mild,Purple green,Thick,Medium
Bat flower,Lanceolate,Entire,Waxy,Basal,Acute,Cordate,Simple,Reticulate,Moderate,Flat,Lignified,Climber,Mild,Purple green,Thick,Large
Bat flower,Ovate,Entire,Shiny,Spiral,Sharp,Cuneate,Simple,Net-veined,Present,Flat,Woody,Vertical,Neutral,Dark green,Thick,Large
Bat flower,Lanceolate,Entire,Shiny,Basal,Pointed,Cuneate,Simple,Reticulate,Present,Flat,Juicy,Erect,Fragrant,Greenish purple,Thick,Large
Bat flower,Ovate,Entire,Glossy,Basal,Acuminate,Cuneate,Simple,Reticulate,Long,Flattened,Fibrous,Spreading,Mild,Dark green,Thick,Large
Bat flower,Elliptical,Entire,Waxy,Basal,Pointed,Cuneate,Simple,Reticulate,Present,Flat,Fibrous,Spreading,Fragrant,Purple green,Thick,Large
Bat flower,Lanceolate,Entire,Smooth,Basal,Blunt,Uneven,Simple,Reticulate,Present,Flat,Juicy,Erect,Neutral,Greenish purple,Thick,Large
Bat flower,Elliptical,Entire,Silky,Basal,Acute,Uneven,Simple,Reticulate,Present,Flat,Lignified,Erect,Mild,Dark green,Medium,Large
Bat flower,Lanceolate,Entire,Silky,Basal,Acute,Cordate,Simple,Reticulate,Long,Flat,Lignified,Vertical,Neutral,Dark green,Thick,Large
Bat flower,Ovate,Entire,Waxy,Basal,Sharp,Oblique,Simple,Reticulate,Long,Flat,Woody,Spreading,Earthy,Dark green,Medium,Large
Bat flower,Ovate,Entire,Shiny,Basal,Sharp,Cordate,Simple,Reticulate,Present,Flat,Fibrous,Upright,Fragrant,Dark green,Thick,Large
Bat flower,Lanceolate,Entire,Waxy,Basal,Sharp,Oblique,Simple,Reticulate,Present,Flat,Stiff,Upright,Fragrant,Dark green,Thick,Large
